coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri Jul 21 15:41:56 +0000 2017,ownvoices,,,0,888423809161842691,,,,en,,,1,888420513923706880,BWRBooks,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @BWRBooks: Support an upcoming #ownvoices publisher of diverse books!  I think @CuilPress is going to do some amazing things!

https://t…",https://twitter.com/CuilPress/status/888423809161842691,Tue Feb 07 21:24:45 +0000 2017,CuilPress,False,Making space in publishing for black enby rulers of the solar system and #polyamory #romance with disabled characters. #diversefiction #fantasy #scifi,158,28,136,2,The Cuilverse,Cuil Press,194,Pacific Time (US & Canada),,False
,Fri Jul 21 15:42:01 +0000 2017,kidpit ownvoices YA,,,1,888423827578990592,,,,en,,,4,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Prince Vael finally meets his estranged brother, only to discover that he must kill him in order to save his kingdom #kidpit #ownvoices #YA",https://twitter.com/kbarina113/status/888423827578990592,Mon Jun 29 01:24:56 +0000 2015,kbarina113,False,"Slytherin. YA Fantasy writer. Avid reader. Loves anime, dogs, drawing, cosplay, and all things Disney. 
Oh, and I have a dragon named Toothless.",12443,655,1125,31,,Kelly,4156,Pacific Time (US & Canada),,False
,Fri Jul 21 15:46:44 +0000 2017,,,,0,888425015766654976,,,,en,,,4,888423827578990592,kbarina113,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @kbarina113: Prince Vael finally meets his estranged brother, only to discover that he must kill him in order to save his kingdom #kidpi…",https://twitter.com/jadewritesbooks/status/888425015766654976,Sun Apr 15 15:10:15 +0000 2012,jadewritesbooks,False,♏️ / Writer / SFF nerd / Slytherin / INFP / will write for cake. Editor and Witchy pagan. Baby bi bi bi. She/Her,8720,974,838,79,"England, United Kingdom",Jade Hemming 🌈,9688,London,https://jadewritesbooks.wordpress.com/,False
,Fri Jul 21 15:50:09 +0000 2017,,,,0,888425877268299776,,,,en,,,4,888423827578990592,kbarina113,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @kbarina113: Prince Vael finally meets his estranged brother, only to discover that he must kill him in order to save his kingdom #kidpi…",https://twitter.com/terryjbenton/status/888425877268299776,Sun Oct 11 17:54:31 +0000 2015,terryjbenton,False,An author traversing the fantastical landscapes molded by the limitless boundaries of my mind. It's okay if you call me T.J.,12842,389,715,37,"Atlanta, GA",T.J. Benton,6044,Eastern Time (US & Canada),http://www.tjbenton.com,False
,Fri Jul 21 15:52:13 +0000 2017,Authors MSWL ownvoices,,http://www.fuseliterary.com/carlisle-webber/,0,888426393679388674,,,,en,,False,8,888142128718770179,4triciaskinner,"<a href=""http://thenovelistscorner.blogspot.com/"" rel=""nofollow"">Manuscript Head Hunters</a>",RT @4triciaskinner: #Authors Plz RT: My colleague @carliebeth has updated her #MSWL! Visit https://t.co/DJExZjPFjF for details. #ownvoices…,https://twitter.com/NovelistsCorner/status/888426393679388674,Sun Sep 29 00:11:35 +0000 2013,NovelistsCorner,False,"Networking for readers, writers and novelists. Book reviews, writing tips, publishing help and publicity. #Books #AmReading #MustRead #AskEditor  #GetPublished",4705,21568,20342,1271,"San Francisco, CA",Novelist's Corner,293421,,,False
,Fri Jul 21 15:57:37 +0000 2017,ownvoices,,https://nyti.ms/2tuvG8i,2,888427754546278401,,,,en,,False,2,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is the exact opposite of the #ownvoices stories we want to see on TV and in films. https://t.co/SQxjfWSpsf,https://twitter.com/ashokkbanker/status/888427754546278401,Fri Jul 18 03:14:26 +0000 2014,ashokkbanker,False,"Author. 60 books, 3 million copies. #ownvoices #ya #fantasy RISE AS ONE (RH/Delacorte 2018), Upon A Burning Throne (HMH/JJA 2018). Repped by @JohnMCusick",101870,3903,2304,229,"Los Angeles, CA",Dads Of Anarchy,63245,Pacific Time (US & Canada),http://www.akbebooks.com,False
,Fri Jul 21 16:02:19 +0000 2017,ownvoices,,https://nyti.ms/2tuvG8i,0,888428935255609345,,,,en,,False,2,888427754546278401,ashokkbanker,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ashokkbanker: This is the exact opposite of the #ownvoices stories we want to see on TV and in films. https://t.co/SQxjfWSpsf,https://twitter.com/PocPub/status/888428935255609345,Thu Jan 05 00:40:50 +0000 2017,PocPub,False,"People of Color in Publishing: Striving to combat the “publishing so white” phenomenon since 2016. For more, hit us at pocinpub@gmail.com #pocpubluv #pocinpub",1906,1446,751,23,"New York, NY",PoC in Pub,1836,Pacific Time (US & Canada),,False
,Fri Jul 21 16:07:37 +0000 2017,ownvoices,,https://nyti.ms/2tuvG8i,0,888430270734520321,,,,en,,False,2,888427754546278401,ashokkbanker,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ashokkbanker: This is the exact opposite of the #ownvoices stories we want to see on TV and in films. https://t.co/SQxjfWSpsf,https://twitter.com/LA_Knight89/status/888430270734520321,Fri Jun 18 03:05:31 +0000 2010,LA_Knight89,False,"Writes YA SSF & fanfic; bi, mixed-race spoonie, autistic Latter-Day Saint; avid reader&book critic, Hamiltrash, part-time gamer. Married w/ fur-babies. She/her",3427,263,687,27,Arizona,LA Knight,12599,Arizona,https://www.youtube.com/user/NightmareDolly,False
,Fri Jul 21 16:09:57 +0000 2017,,,,0,888430857689714688,,,,en,,,4,888423827578990592,kbarina113,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @kbarina113: Prince Vael finally meets his estranged brother, only to discover that he must kill him in order to save his kingdom #kidpi…",https://twitter.com/kehopkins13/status/888430857689714688,Thu Jun 09 21:39:06 +0000 2011,kehopkins13,False,Drinker of coffee and author of #YA & #MG. #PitchWars YA Mentor. Writing all the words. #TeenPit co-founder.,8980,3645,3739,184,Pennsylvania,☘️K. Hopkins ☘️,8028,,http://khopkinswriter.wordpress.com/,False
,Fri Jul 21 16:11:53 +0000 2017,ownvoices,,,0,888431342911864834,LidsRodney,888431052405866497,57526615,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I will especially ask that, for every problematic portrayal of ND people consume, they consume two #ownvoices portrayals.",https://twitter.com/LidsRodney/status/888431342911864834,Fri Jul 17 02:36:30 +0000 2009,LidsRodney,False,Author/editor. Bipedal/Bilingual/Bisexual/Bicyclist/Bipolar/Buy my books. https://t.co/ECa5rMZDyE,9269,1962,2439,86,"Anywhere, WA",Elizabeth Roderick,21544,Pacific Time (US & Canada),http://www.talesfrompurgatory.com/,False
,Fri Jul 21 16:12:23 +0000 2017,PitchWars mentorhints ownvoices,,https://twitter.com/i/web/status/888431471874236416,0,888431471874236416,,,,en,,False,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#PitchWars #mentorhints Nothingis2out there.Villain POVs.6 of Crows/Star Wars. 🌈diversity+GR fan.❤️s #ownvoices 💕 c… https://t.co/XrDTsMIe5C,https://twitter.com/SophiaWhitte/status/888431471874236416,Fri Oct 02 01:45:16 +0000 2015,SophiaWhitte,False,"#Hapa #author #blogger of #YAfantasy THE IMPETUS RISING SERIES from @CleanReads_! ❤️ #musicals, #dogs, #books, #movies, & geek-nerdery. 👑#weneeddiversebooks",3317,3052,2693,98,"Illinois, USA",Sophia Whitte-Author,2326,,http://www.sophiawhittemore.com,False
,Fri Jul 21 16:12:42 +0000 2017,,,,2,888431551192682496,eliniswriting,888431040536227840,31935383,en,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Okay, so I'm putting diversity into my story. Because the world is diverse. Though my MC is mostly ownvoices, she's also things I'm not.",https://twitter.com/eliniswriting/status/888431551192682496,Thu Apr 16 16:11:00 +0000 2009,eliniswriting,False,"I like writing, eating good (vegan) food, running, yoga, books, and stuff. 😊",15,376,250,18,"Oslo, Norway",Elin,217,Copenhagen,,False
,Fri Jul 21 16:13:00 +0000 2017,OwnVoices,,https://biblionyan.com/2017/07/19/t5w-books-that-arent-set-in-the-western-world/,0,888431626497261568,,,,en,,False,8,887746253324337152,Yon_Nyaan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Yon_Nyaan: T5W: #OwnVoices Books That Aren't Set in the Western World https://t.co/xTSZEh62Tx,https://twitter.com/DrivenByTatiana/status/888431626497261568,Sat Mar 26 20:44:10 +0000 2011,DrivenByTatiana,False,"Black, Queer & Nonbinary (Ze/Zem). #Quaker. #Animist. I like diverse SFF fiction, games, movies, comics and podcasts! Avi by @nikitabinda",25739,1616,476,166,Night Vale,Bay & Creek Shipping,150155,Quito,http://instagram.com/drivenbytatiana,False
,Fri Jul 21 16:15:08 +0000 2017,,,https://twitter.com/i/web/status/888432163263324161,0,888432163263324161,,,,en,,False,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Queer teen vigilantes try to profile killer by night&amp;maintain party-teen coverby day while rescuing their leader… https://t.co/FK8qgPeEMi,https://twitter.com/LA_Knight89/status/888432163263324161,Fri Jun 18 03:05:31 +0000 2010,LA_Knight89,False,"Writes YA SSF & fanfic; bi, mixed-race spoonie, autistic Latter-Day Saint; avid reader&book critic, Hamiltrash, part-time gamer. Married w/ fur-babies. She/her",3427,263,687,27,Arizona,LA Knight,12599,Arizona,https://www.youtube.com/user/NightmareDolly,False
,Fri Jul 21 16:15:51 +0000 2017,ownvoices,,,1,888432343274344448,LidsRodney,888431342911864834,57526615,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","And if you are truly interested in being a neurodiverse ally, you will consume ND #ownvoices. There's no quota on OV.",https://twitter.com/LidsRodney/status/888432343274344448,Fri Jul 17 02:36:30 +0000 2009,LidsRodney,False,Author/editor. Bipedal/Bilingual/Bisexual/Bicyclist/Bipolar/Buy my books. https://t.co/ECa5rMZDyE,9269,1962,2439,86,"Anywhere, WA",Elizabeth Roderick,21544,Pacific Time (US & Canada),http://www.talesfrompurgatory.com/,False
,Fri Jul 21 16:16:52 +0000 2017,ownvoices,,,1,888432598921363457,LidsRodney,888432481199726592,57526615,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","As well as supporting #ownvoices authors, and getting to read great stories besides.",https://twitter.com/LidsRodney/status/888432598921363457,Fri Jul 17 02:36:30 +0000 2009,LidsRodney,False,Author/editor. Bipedal/Bilingual/Bisexual/Bicyclist/Bipolar/Buy my books. https://t.co/ECa5rMZDyE,9269,1962,2439,86,"Anywhere, WA",Elizabeth Roderick,21544,Pacific Time (US & Canada),http://www.talesfrompurgatory.com/,False
,Fri Jul 21 16:17:42 +0000 2017,ownvoices,,,0,888432809001361408,LidsRodney,888432598921363457,57526615,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A lot of people seem to be like, ""I read my LGBTQ #ownvoices book for the year that's my OV quota.""",https://twitter.com/LidsRodney/status/888432809001361408,Fri Jul 17 02:36:30 +0000 2009,LidsRodney,False,Author/editor. Bipedal/Bilingual/Bisexual/Bicyclist/Bipolar/Buy my books. https://t.co/ECa5rMZDyE,9269,1962,2439,86,"Anywhere, WA",Elizabeth Roderick,21544,Pacific Time (US & Canada),http://www.talesfrompurgatory.com/,False
,Fri Jul 21 16:20:04 +0000 2017,KidPit YA F MH ownvoices,,,0,888433402118107136,,,,en,,,1,,,"<a href=""http://twuffer.com"" rel=""nofollow"">Twuffer</a>","After selling her heart to a demon, autistic Ebba must fight for her life and her world vs. Hell’s champions. #KidPit #YA #F #MH #ownvoices",https://twitter.com/bookgirl_kt/status/888433402118107136,Wed Jun 08 20:02:00 +0000 2016,bookgirl_kt,False,Economics PhD student at University of Kentucky and writing science fiction and fantasy as a relief from the endless math jargon. Dragons = awesome.,70,104,53,6,"Lexington, KY",Katherine Toran,343,Eastern Time (US & Canada),,False
,Fri Jul 21 16:20:14 +0000 2017,,,https://twitter.com/i/web/status/888433445998874625,0,888433445998874625,,,,en,,False,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Gunslinging half-Mexican Cinderella unlocks stolen memories&amp;crashes a steampunk monsters ball to save her sister… https://t.co/HgZDTINmdt,https://twitter.com/LA_Knight89/status/888433445998874625,Fri Jun 18 03:05:31 +0000 2010,LA_Knight89,False,"Writes YA SSF & fanfic; bi, mixed-race spoonie, autistic Latter-Day Saint; avid reader&book critic, Hamiltrash, part-time gamer. Married w/ fur-babies. She/her",3427,263,687,27,Arizona,LA Knight,12599,Arizona,https://www.youtube.com/user/NightmareDolly,False
,Fri Jul 21 16:21:01 +0000 2017,kidpit,,,0,888433643860971520,,,,en,,,1,888404753469845505,kbarina113,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @kbarina113: Half-Spanish prince seeks Excalibur to save country but must defeat his brother 1st SUPERNATURAL+ONCE &amp; FUTURE KING #kidpit…,https://twitter.com/bookgirl_kt/status/888433643860971520,Wed Jun 08 20:02:00 +0000 2016,bookgirl_kt,False,Economics PhD student at University of Kentucky and writing science fiction and fantasy as a relief from the endless math jargon. Dragons = awesome.,70,104,53,6,"Lexington, KY",Katherine Toran,343,Eastern Time (US & Canada),,False
,Fri Jul 21 16:21:39 +0000 2017,KidPit YA,,,0,888433803269746688,,,,en,,,1,888433402118107136,bookgirl_kt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @bookgirl_kt: After selling her heart to a demon, autistic Ebba must fight for her life and her world vs. Hell’s champions. #KidPit #YA…",https://twitter.com/AthenaGreyson/status/888433803269746688,Wed Sep 17 16:51:02 +0000 2014,AthenaGreyson,False,"I write YA Fantasy sparkled with wit, romance, mystery. Blog @cool_mia. ❤️ music, tea,&wine. Proud Hufflepuff, linguaphile & lit history nerd. Assistant #KidPit",20301,1797,1995,120,Sweden,AthenaFreya Greyson❄,11497,Copenhagen,https://athenagreyson.wordpress.com/,False
,Fri Jul 21 16:25:36 +0000 2017,YA F KidPit MH SPF ownvoices autism,https://twitter.com/bookgirl_kt/status/888406990782943232/photo/1,,0,888434795176394752,,,,und,,False,2,888406990782943232,bookgirl_kt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @bookgirl_kt: #YA #F #KidPit #MH #SPF #ownvoices #autism https://t.co/opuZDJtTCj,https://twitter.com/kbarina113/status/888434795176394752,Mon Jun 29 01:24:56 +0000 2015,kbarina113,False,"Slytherin. YA Fantasy writer. Avid reader. Loves anime, dogs, drawing, cosplay, and all things Disney. 
Oh, and I have a dragon named Toothless.",12443,655,1125,31,,Kelly,4156,Pacific Time (US & Canada),,False
,Fri Jul 21 16:34:14 +0000 2017,ownvoices mg Kidpit,,,0,888436969461690370,,,,en,,,3,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Diverse tween heroine portals to save 4th layer of 3rd planet + AmeliaEarhart +pirates +dog and cat that doesn't die #ownvoices #mg #Kidpit,https://twitter.com/beeZhannaH/status/888436969461690370,Fri Dec 02 18:32:17 +0000 2011,beeZhannaH,False,"My blood is actually Darjeeling tea. Was finding x...when I should have focused on the y. Why?
#amwriting #writerslife #feminism #A #YA #MG #fantasy",1018,1069,786,13,,Hannah Zeeb,984,Eastern Time (US & Canada),http://hamfiction.net/,False
,Fri Jul 21 16:48:16 +0000 2017,,,,0,888440499551514628,,,,en,,,2,888413004966047744,kbarina113,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @kbarina113: When Half-Spanish Prince tries to rescue his family from a grim prophecy,he must choose bw lives of father or brother #kidp…",https://twitter.com/SamMcclanahan25/status/888440499551514628,Fri Apr 15 22:58:19 +0000 2016,SamMcclanahan25,False,"mother of two beautiful children - has too many books for her small number of bookshelves - also has ridiculous collection of horror DVDs - oh, and writes books",3747,283,414,17,"Oklahoma City, OK",Samantha McClanahan,535,,http://www.samanthamcclanahan.com,False
,Fri Jul 21 16:54:35 +0000 2017,,,,0,888442090899861504,,,,en,,,3,888436969461690370,beeZhannaH,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @beeZhannaH: Diverse tween heroine portals to save 4th layer of 3rd planet + AmeliaEarhart +pirates +dog and cat that doesn't die #ownvo…,https://twitter.com/beeZhannaH/status/888442090899861504,Fri Dec 02 18:32:17 +0000 2011,beeZhannaH,False,"My blood is actually Darjeeling tea. Was finding x...when I should have focused on the y. Why?
#amwriting #writerslife #feminism #A #YA #MG #fantasy",1018,1069,786,13,,Hannah Zeeb,984,Eastern Time (US & Canada),http://hamfiction.net/,False
,Fri Jul 21 16:59:00 +0000 2017,kidpit ownvoices YA,,,2,888443202927075329,,,,en,,,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","When Half-Spanish Prince tries to rescue his family from a grim prophecy,he must choose bw lives of father or brother #kidpit #ownvoices #YA",https://twitter.com/kbarina113/status/888443202927075329,Mon Jun 29 01:24:56 +0000 2015,kbarina113,False,"Slytherin. YA Fantasy writer. Avid reader. Loves anime, dogs, drawing, cosplay, and all things Disney. 
Oh, and I have a dragon named Toothless.",12443,655,1125,31,,Kelly,4156,Pacific Time (US & Canada),,False
,Fri Jul 21 17:01:47 +0000 2017,,,,0,888443901085929474,,,,en,,,1,888443202927075329,kbarina113,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @kbarina113: When Half-Spanish Prince tries to rescue his family from a grim prophecy,he must choose bw lives of father or brother #kidp…",https://twitter.com/kehopkins13/status/888443901085929474,Thu Jun 09 21:39:06 +0000 2011,kehopkins13,False,Drinker of coffee and author of #YA & #MG. #PitchWars YA Mentor. Writing all the words. #TeenPit co-founder.,8980,3645,3739,184,Pennsylvania,☘️K. Hopkins ☘️,8028,,http://khopkinswriter.wordpress.com/,False
,Fri Jul 21 17:10:06 +0000 2017,,,https://twitter.com/i/web/status/888445995465543680,0,888445995465543680,,,,en,,False,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Poe+Batman+R&amp;J. Queer teen vigilantes are stalked by serial killer while trying to find their kidnapped princess… https://t.co/wP5iQyhnxo,https://twitter.com/LA_Knight89/status/888445995465543680,Fri Jun 18 03:05:31 +0000 2010,LA_Knight89,False,"Writes YA SSF & fanfic; bi, mixed-race spoonie, autistic Latter-Day Saint; avid reader&book critic, Hamiltrash, part-time gamer. Married w/ fur-babies. She/her",3427,263,687,27,Arizona,LA Knight,12599,Arizona,https://www.youtube.com/user/NightmareDolly,False
,Fri Jul 21 17:29:28 +0000 2017,YA F KidPit MH SPF ownvoices autism,https://twitter.com/bookgirl_kt/status/888406990782943232/photo/1,,0,888450870815469568,,,,und,,False,2,888406990782943232,bookgirl_kt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @bookgirl_kt: #YA #F #KidPit #MH #SPF #ownvoices #autism https://t.co/opuZDJtTCj,https://twitter.com/DMBellis/status/888450870815469568,Mon Apr 22 18:12:27 +0000 2013,DMBellis,False,,17,7,25,0,,DM Bellis,47,,http://www.dmbellis.com,False
,Fri Jul 21 17:33:12 +0000 2017,kidpit MG OWNVOICES,,,0,888451809144168452,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",A SERIES OF UNFORTUNATE EVENTS meets FURTHERMORE-Cornelius balances unrequited crush while on quest to defeat stepmom #kidpit #MG #OWNVOICES,https://twitter.com/ChrisBedell/status/888451809144168452,Fri Jul 23 12:55:30 +0000 2010,ChrisBedell,False,I'm a writer and had a short story published on crab fat literary magazine http://t.co/mwoGMSSQRN,1202,137,891,2,,Chris Bedell,1675,,,False
,Fri Jul 21 17:35:06 +0000 2017,,,https://twitter.com/i/web/status/888452285793275904,0,888452285793275904,,,,en,,False,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Plus-size gunslinging Cinderella: ready to kick monster ass, save sister, unlock stolen memories in dreamworld.… https://t.co/f4tIdmCEWI",https://twitter.com/LA_Knight89/status/888452285793275904,Fri Jun 18 03:05:31 +0000 2010,LA_Knight89,False,"Writes YA SSF & fanfic; bi, mixed-race spoonie, autistic Latter-Day Saint; avid reader&book critic, Hamiltrash, part-time gamer. Married w/ fur-babies. She/her",3427,263,687,27,Arizona,LA Knight,12599,Arizona,https://www.youtube.com/user/NightmareDolly,False
,Fri Jul 21 17:41:05 +0000 2017,Kidpit MG OWNVOICES,,,0,888453792194342914,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mafi's FUTHERMORE meets A series of unfortunate events quirkiness when Cornelius goes on a quest to defeat stepmom. #Kidpit #MG #OWNVOICES,https://twitter.com/ChrisBedell/status/888453792194342914,Fri Jul 23 12:55:30 +0000 2010,ChrisBedell,False,I'm a writer and had a short story published on crab fat literary magazine http://t.co/mwoGMSSQRN,1202,137,891,2,,Chris Bedell,1675,,,False
,Fri Jul 21 17:42:00 +0000 2017,kidpit ownvoices YA,,,0,888454024034263040,,,,en,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Prince Vael finally meets his estranged brother, only to discover that he must kill him in order to save his kingdom #kidpit #ownvoices #YA",https://twitter.com/kbarina113/status/888454024034263040,Mon Jun 29 01:24:56 +0000 2015,kbarina113,False,"Slytherin. YA Fantasy writer. Avid reader. Loves anime, dogs, drawing, cosplay, and all things Disney. 
Oh, and I have a dragon named Toothless.",12443,655,1125,31,,Kelly,4156,Pacific Time (US & Canada),,False
,Fri Jul 21 17:44:56 +0000 2017,kidpit ya ownvoices,,,0,888454760357126144,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",M/m version of homeland's Carrie and Brody relationship in a contempt fant setting when arranged marriage happens #kidpit #ya #ownvoices,https://twitter.com/ChrisBedell/status/888454760357126144,Fri Jul 23 12:55:30 +0000 2010,ChrisBedell,False,I'm a writer and had a short story published on crab fat literary magazine http://t.co/mwoGMSSQRN,1202,137,891,2,,Chris Bedell,1675,,,False
,Fri Jul 21 17:54:05 +0000 2017,ownvoices kidpit,,,0,888457062505603076,,,,en,"California, USA",,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","A retelling of Hans Christian Anderson's unpublished story ""The Tallow Candle"" as a gay parable. #ownvoices @BarefootBooks #kidpit",https://twitter.com/GaylePitman/status/888457062505603076,Wed Mar 28 17:36:16 +0000 2012,GaylePitman,False,Queer. Feminist. Psychology/women & gender studies professor. LGBTQ nonfiction and children's writer. Repped by Deborah Warren at @EastWestLit.,7352,985,783,54,Northern CA,Gayle Pitman,6518,Pacific Time (US & Canada),http://www.gaylepitman.com,False
,Fri Jul 21 17:55:03 +0000 2017,KidPit YA F MH SPF ownvoices autism,https://twitter.com/bookgirl_kt/status/888457306752593922/photo/1,,0,888457306752593922,,,,und,,False,1,,,"<a href=""http://twuffer.com"" rel=""nofollow"">Twuffer</a>",#KidPit #YA #F #MH #SPF #ownvoices #autism https://t.co/OCIsCmSFPP,https://twitter.com/bookgirl_kt/status/888457306752593922,Wed Jun 08 20:02:00 +0000 2016,bookgirl_kt,False,Economics PhD student at University of Kentucky and writing science fiction and fantasy as a relief from the endless math jargon. Dragons = awesome.,70,104,53,6,"Lexington, KY",Katherine Toran,343,Eastern Time (US & Canada),,False
,Fri Jul 21 18:01:52 +0000 2017,KidPit YA F MH SPF ownvoices autism,https://twitter.com/bookgirl_kt/status/888457306752593922/photo/1,,0,888459024122904577,,,,und,,False,1,888457306752593922,bookgirl_kt,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @bookgirl_kt: #KidPit #YA #F #MH #SPF #ownvoices #autism https://t.co/OCIsCmSFPP,https://twitter.com/DMBellis/status/888459024122904577,Mon Apr 22 18:12:27 +0000 2013,DMBellis,False,,17,7,25,0,,DM Bellis,47,,http://www.dmbellis.com,False
,Fri Jul 21 18:05:10 +0000 2017,,,https://twitter.com/i/web/status/888459852389003266,0,888459852389003266,,,,en,,False,0,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","17yo Janine juggles party-girl alt ego w/vigilante secret ID, profiling killer while hunting for missing bff… https://t.co/z4awnmlb3l",https://twitter.com/LA_Knight89/status/888459852389003266,Fri Jun 18 03:05:31 +0000 2010,LA_Knight89,False,"Writes YA SSF & fanfic; bi, mixed-race spoonie, autistic Latter-Day Saint; avid reader&book critic, Hamiltrash, part-time gamer. Married w/ fur-babies. She/her",3427,263,687,27,Arizona,LA Knight,12599,Arizona,https://www.youtube.com/user/NightmareDolly,False
,Fri Jul 21 18:12:32 +0000 2017,ownvoices,,,0,888461707596582912,,,,en,,,8,888017154632597504,JMCabraal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JMCabraal: Over the weekend, I finished reading this poignant #ownvoices diverse book by @MitaliPerkins and it moved me in more ways th…",https://twitter.com/JMCabraal/status/888461707596582912,Mon May 25 01:43:04 +0000 2009,JMCabraal,False,A boy of many emojis. Blogger at Book Freak Revelations. 📚 Inquiries: bookfreakrevelations@gmail.com,12404,1641,1004,17,,JM @ BFR 💤,36147,Beijing,http://bookfreakrevelations.wordpress.com,False
,Fri Jul 21 18:15:01 +0000 2017,KidPit YA SFF UF ownvoices,https://twitter.com/ShatteredSmooth/status/888462330304090117/photo/1,,0,888462330304090117,,,,en,,False,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Power Surge: For an angry teenage cutter, fighting demons may be therapeutic. #KidPit #YA #SFF #UF #ownvoices https://t.co/rymOfeor1h",https://twitter.com/ShatteredSmooth/status/888462330304090117,Tue Jul 31 00:50:48 +0000 2012,ShatteredSmooth,False,"Words consume my life. I write, read & teach both. Occasionally, I pull myself away from the words and enjoy the fleeting peace of nature. She/her or they/their",4175,641,1211,48,,Sara Codair,3465,Pacific Time (US & Canada),http://saracodair.com/,False
,Fri Jul 21 18:15:20 +0000 2017,,,,0,888462409962278913,,,,en,,,2,888413004966047744,kbarina113,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @kbarina113: When Half-Spanish Prince tries to rescue his family from a grim prophecy,he must choose bw lives of father or brother #kidp…",https://twitter.com/bookgirl_kt/status/888462409962278913,Wed Jun 08 20:02:00 +0000 2016,bookgirl_kt,False,Economics PhD student at University of Kentucky and writing science fiction and fantasy as a relief from the endless math jargon. Dragons = awesome.,70,104,53,6,"Lexington, KY",Katherine Toran,343,Eastern Time (US & Canada),,False
